horizon,model,phase_offset,n,mae_skill_zero,brier_skill_frequency,direction_accuracy
30,internal,13,1,0.010542843799735628,0.042569790699266474,0.0
30,internal,24,3,0.014184418980800292,0.22511184833950265,0.6666666666666666
30,internal,25,2,-0.0022836195839721907,-0.05568873804778063,0.0
30,internal,26,1,-0.0256261314719331,-0.2531059975260981,0.0
30,internal,28,1,-0.021414189560076555,-0.14870536349829688,0.0
30,local,0,1,-0.012106537361099318,-0.30149200801055387,0.0
30,local,1,3,-0.0006031687869968473,-0.01098201553856648,0.6666666666666666
30,local,2,4,0.008167068075896462,0.22218587276427754,0.75
30,local,3,1,0.013126012712673099,0.07627924644781287,1.0
30,local,5,1,0.026331884694922585,0.5442622524203775,1.0
30,local,7,1,0.018557252150034183,0.36634746187525913,1.0
30,local,8,1,0.003253642866350742,0.1279608571965195,0.0
30,local,9,3,-0.01623452520122734,-0.33736888235084317,0.3333333333333333
30,local,10,2,0.011309036184630666,0.2537799247372079,1.0
30,local,12,2,0.021927016898407644,0.17660886891547117,0.5
30,local,13,1,-0.0008433078489394896,-0.21818220282128264,0.0
30,local,24,3,0.012467955900634702,0.23826503933507343,1.0
30,local,25,2,0.000819605830147542,0.14889155645171637,0.5
30,local,26,1,-0.025705633601116773,-0.19338956159027232,0.0
30,local,28,1,0.0017153271915532307,0.5450424699968347,1.0
30,turkey,0,1,-0.0016332840525343367,0.20350780788245826,1.0
30,turkey,1,3,-0.009816963796825989,0.04529216344848341,0.3333333333333333
30,turkey,2,4,-0.0013374040176315355,0.03538843532831426,0.25
30,turkey,3,1,0.006411241812399823,-0.12149412322881831,1.0
30,turkey,5,1,-0.0008408143964797957,0.31294181673883126,1.0
30,turkey,7,1,0.0029735971745871934,0.30365364930123084,1.0
30,turkey,8,1,-0.015463778511574343,-0.2023046369928183,0.0
30,turkey,9,3,-0.01740499173026415,-0.10440631734927264,0.3333333333333333
30,turkey,10,2,0.009242546948217897,0.08059344289757764,0.5
30,turkey,12,2,0.006764418717404526,0.11321514426879858,0.5
